date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2013-01-06,24,23,0.0,10.9,6,31,01:52 AM,01:27 PM,07:11 AM,06:04 PM,19,25,25,24,47,20,76,0.1,1018,24,10,85,34,96822
2013-01-07,24,23,0.0,10.9,6,24,02:54 AM,02:19 PM,07:11 AM,06:05 PM,19,25,25,23,43,29,77,0.1,1016,24,10,81,31,96822
2013-01-08,24,23,0.0,10.1,5,17,03:58 AM,03:18 PM,07:11 AM,06:06 PM,19,25,25,23,39,49,78,0.2,1014,24,10,80,28,96822
2013-01-09,24,23,0.0,11.0,5,9,05:01 AM,04:20 PM,07:11 AM,06:06 PM,20,25,25,23,37,49,79,1.6,1014,24,10,84,27,96822
2013-01-10,24,22,0.0,11.0,6,2,06:02 AM,05:26 PM,07:11 AM,06:07 PM,19,25,25,23,32,20,77,0.1,1014,24,10,84,22,96822
2013-01-11,24,22,0.0,11.0,6,0,06:59 AM,06:30 PM,07:11 AM,06:08 PM,19,25,25,23,25,32,77,0.4,1013,24,10,58,18,96822
2013-01-12,24,22,0.0,11.0,6,0,07:52 AM,07:34 PM,07:11 AM,06:08 PM,19,25,25,23,14,32,80,0.3,1013,24,10,121,10,96822
2013-01-13,25,22,0.0,11.0,6,5,08:38 AM,08:35 PM,07:12 AM,06:09 PM,19,25,25,23,7,18,77,0.1,1014,25,10,156,5,96822
2013-01-14,24,22,0.0,10.1,5,12,09:22 AM,09:33 PM,07:12 AM,06:10 PM,20,25,25,23,25,35,81,2.8,1014,24,10,173,18,96822
2013-01-15,23,21,0.0,11.0,6,20,10:02 AM,10:28 PM,07:12 AM,06:10 PM,17,25,25,22,12,7,73,0.0,1013,23,10,204,8,96822
2013-01-16,23,20,0.0,11.0,6,27,10:41 AM,11:22 PM,07:12 AM,06:11 PM,16,24,24,22,12,19,68,0.2,1013,23,10,291,9,96822
2013-01-17,23,20,0.0,7.0,5,34,11:20 AM,No moonset,07:12 AM,06:12 PM,16,24,24,22,11,46,70,0.0,1012,23,10,295,8,96822
2013-01-18,23,21,0.0,11.0,6,41,11:59 AM,12:14 AM,07:12 AM,06:12 PM,16,24,24,22,22,15,69,0.0,1013,23,10,295,16,96822
2013-01-19,23,20,0.0,11.0,6,49,12:39 PM,01:06 AM,07:11 AM,06:13 PM,14,23,23,22,33,9,64,0.0,1015,23,10,311,24,96822
2013-01-20,22,21,0.0,11.0,6,56,01:21 PM,01:57 AM,07:11 AM,06:14 PM,15,21,23,21,30,12,68,0.0,1017,22,10,23,23,96822
2013-01-21,23,21,0.0,11.0,6,63,02:05 PM,02:47 AM,07:11 AM,06:14 PM,17,24,24,22,33,45,75,0.0,1018,23,10,52,24,96822
2013-01-22,24,22,0.0,11.0,6,70,02:52 PM,03:37 AM,07:11 AM,06:15 PM,18,25,25,23,31,34,73,0.0,1018,24,10,65,23,96822
2013-01-23,24,22,0.0,10.1,5,78,03:42 PM,04:25 AM,07:11 AM,06:16 PM,18,25,25,23,21,44,73,0.2,1017,24,10,78,16,96822
2013-01-24,24,22,0.0,11.1,6,85,04:32 PM,05:13 AM,07:11 AM,06:16 PM,18,25,25,23,15,24,76,0.2,1017,24,10,100,11,96822
2013-01-25,25,22,0.0,11.1,6,92,05:24 PM,05:57 AM,07:11 AM,06:17 PM,19,25,25,23,4,11,75,0.0,1017,25,10,134,3,96822
2013-01-26,24,22,0.0,11.1,6,100,06:17 PM,06:40 AM,07:10 AM,06:18 PM,18,25,25,23,12,17,75,0.2,1015,24,10,210,9,96822
2013-01-27,24,21,0.0,10.1,5,100,07:10 PM,07:21 AM,07:10 AM,06:18 PM,19,25,25,23,26,42,77,8.3,1014,24,9,204,18,96822
2013-01-28,23,21,0.0,10.1,5,86,08:03 PM,08:01 AM,07:10 AM,06:19 PM,18,24,24,22,14,47,78,6.9,1014,23,10,107,10,96822
2013-01-29,24,21,0.0,11.1,5,79,08:57 PM,08:39 AM,07:10 AM,06:20 PM,18,24,24,22,7,23,75,0.5,1015,24,10,193,5,96822
2013-01-30,24,21,0.0,11.1,6,71,09:52 PM,09:18 AM,07:09 AM,06:20 PM,18,25,25,23,11,4,77,0.0,1017,24,10,60,8,96822
2013-01-31,24,22,0.0,11.1,5,68,10:47 PM,09:58 AM,07:09 AM,06:21 PM,19,25,25,23,27,39,80,0.8,1018,24,10,47,20,96822
2013-02-01,23,21,0.0,11.1,6,51,11:45 PM,10:39 AM,07:09 AM,06:21 PM,17,25,25,22,39,8,74,0.0,1018,23,10,65,28,96822
2013-02-02,24,21,0.0,11.1,6,44,No moonrise,11:25 AM,07:08 AM,06:22 PM,17,25,25,23,33,7,72,0.0,1019,24,10,80,24,96822
2013-02-03,23,21,0.0,11.2,6,36,12:44 AM,12:13 PM,07:08 AM,06:23 PM,16,21,23,21,30,10,73,0.0,1020,23,10,59,22,96822
2013-02-04,23,21,0.0,11.2,5,29,01:46 AM,01:07 PM,07:07 AM,06:23 PM,17,25,25,22,43,45,73,0.4,1019,23,10,58,32,96822
2013-02-05,23,22,0.0,11.2,5,21,02:47 AM,02:05 PM,07:07 AM,06:24 PM,17,25,25,22,39,13,70,0.2,1018,23,10,66,28,96822
2013-02-06,23,22,0.0,11.2,5,14,03:47 AM,03:07 PM,07:06 AM,06:24 PM,18,25,25,22,31,37,78,0.3,1017,23,10,56,23,96822
2013-02-07,24,22,0.0,11.2,6,6,04:44 AM,04:11 PM,07:06 AM,06:25 PM,19,25,25,23,30,31,80,0.9,1018,24,10,71,21,96822
2013-02-08,24,22,0.0,11.2,6,0,05:38 AM,05:14 PM,07:05 AM,06:26 PM,19,25,25,23,22,19,78,0.0,1018,24,10,64,15,96822
2013-02-09,24,22,0.0,11.2,6,0,06:27 AM,06:16 PM,07:05 AM,06:26 PM,18,25,25,22,27,14,75,0.1,1019,24,10,55,19,96822
2013-02-10,24,22,0.0,11.2,5,0,07:12 AM,07:16 PM,07:04 AM,06:27 PM,18,25,25,23,36,25,77,0.2,1020,24,10,61,26,96822
2013-02-11,23,21,0.0,10.1,5,1,07:55 AM,08:13 PM,07:04 AM,06:27 PM,18,25,25,22,37,49,79,0.4,1021,23,10,57,27,96822
2013-02-12,23,21,0.0,11.3,6,9,08:35 AM,09:09 PM,07:03 AM,06:28 PM,16,22,24,22,32,35,71,0.2,1020,23,10,57,24,96822
2013-02-13,22,21,0.0,11.3,6,16,09:15 AM,10:03 PM,07:03 AM,06:28 PM,15,22,24,22,27,27,66,0.1,1019,22,10,57,20,96822
2013-02-14,23,21,0.0,11.3,6,24,09:55 AM,10:56 PM,07:02 AM,06:29 PM,16,24,24,22,29,23,69,0.0,1017,23,10,62,21,96822
2013-02-15,24,22,0.0,11.3,5,31,10:35 AM,11:48 PM,07:02 AM,06:29 PM,18,25,25,23,36,24,73,0.3,1017,24,10,79,26,96822
2013-02-16,23,22,0.0,11.3,6,39,11:17 AM,No moonset,07:01 AM,06:30 PM,17,25,25,23,48,17,71,0.0,1019,23,10,71,35,96822
2013-02-17,23,22,0.0,11.3,6,46,12:00 PM,12:39 AM,07:00 AM,06:30 PM,17,25,25,22,51,14,70,0.1,1020,23,10,71,37,96822
2013-02-18,23,22,0.0,11.3,6,54,12:46 PM,01:30 AM,07:00 AM,06:31 PM,17,25,25,22,52,25,71,0.2,1019,23,10,69,38,96822
2013-02-19,23,22,0.0,11.6,6,62,01:35 PM,02:18 AM,06:59 AM,06:31 PM,16,25,25,22,43,15,69,0.1,1019,23,10,68,32,96822
2013-02-20,24,22,0.0,11.6,6,69,02:24 PM,03:06 AM,06:58 AM,06:32 PM,18,25,25,23,45,16,74,0.1,1019,24,10,69,33,96822
2013-02-21,23,22,0.0,11.6,5,77,03:16 PM,03:52 AM,06:57 AM,06:32 PM,18,25,25,22,40,46,77,2.4,1019,23,10,67,29,96822
2013-02-22,23,22,0.0,11.6,5,84,04:08 PM,04:35 AM,06:57 AM,06:33 PM,18,25,25,23,42,38,77,0.3,1019,23,10,67,31,96822
2013-02-23,23,22,0.0,11.6,5,92,05:01 PM,05:17 AM,06:56 AM,06:33 PM,18,25,25,22,41,45,76,0.6,1019,23,10,72,30,96822
2013-02-24,23,22,0.0,11.6,6,99,05:55 PM,05:58 AM,06:55 AM,06:34 PM,17,25,25,22,41,25,72,0.2,1018,23,10,66,30,96822
2013-02-25,23,22,0.0,11.6,6,100,06:49 PM,06:37 AM,06:55 AM,06:34 PM,17,25,25,22,38,16,74,0.0,1019,23,10,61,28,96822
2013-02-26,24,22,0.0,11.6,5,86,07:45 PM,07:17 AM,06:54 AM,06:34 PM,17,25,25,22,41,23,73,0.2,1020,24,10,69,30,96822
2013-02-27,24,22,0.0,11.6,6,78,08:41 PM,07:57 AM,06:53 AM,06:35 PM,16,25,25,22,41,5,69,0.0,1020,24,10,76,30,96822
2013-02-28,23,22,0.0,11.6,6,71,09:40 PM,08:39 AM,06:52 AM,06:35 PM,16,25,25,22,41,14,69,0.2,1021,23,10,66,30,96822
2013-03-01,23,21,0.0,11.6,6,68,10:39 PM,09:24 AM,06:51 AM,06:36 PM,16,25,25,22,45,21,68,0.3,1020,23,10,65,33,96822
2013-03-02,23,22,0.0,11.6,6,61,11:40 PM,10:12 AM,06:51 AM,06:36 PM,16,25,25,22,42,29,68,0.1,1020,23,10,69,31,96822
2013-03-03,23,21,0.0,11.6,6,53,No moonrise,11:04 AM,06:50 AM,06:36 PM,16,25,25,22,40,12,67,0.0,1020,23,10,64,30,96822
2013-03-04,23,21,0.0,11.6,6,46,12:41 AM,12:00 PM,06:49 AM,06:37 PM,16,25,25,22,35,17,68,0.1,1021,23,10,66,26,96822
2013-03-05,23,21,0.0,11.6,6,39,01:40 AM,12:59 PM,06:48 AM,06:37 PM,16,25,25,22,29,26,68,0.1,1020,23,10,69,22,96822
2013-03-06,24,21,0.0,11.6,6,32,02:37 AM,02:00 PM,06:47 AM,06:38 PM,18,25,25,23,23,23,74,0.2,1019,24,10,81,17,96822
2013-03-07,24,21,0.0,11.6,6,24,03:30 AM,03:01 PM,06:46 AM,06:38 PM,17,25,25,23,6,4,72,0.1,1018,24,10,65,5,96822
2013-03-08,24,21,0.0,11.6,6,17,04:19 AM,04:02 PM,06:45 AM,06:38 PM,16,24,24,23,16,2,68,0.1,1014,24,10,204,11,96822
2013-03-09,24,22,0.0,11.6,6,10,05:05 AM,05:01 PM,06:45 AM,06:39 PM,18,25,25,23,31,15,74,1.2,1013,24,10,199,23,96822
2013-03-10,23,21,0.0,10.2,5,3,05:48 AM,05:59 PM,06:44 AM,06:39 PM,18,25,25,22,15,36,77,5.5,1014,23,9,204,11,96822
2013-03-11,24,20,0.0,11.6,6,0,06:28 AM,06:55 PM,06:43 AM,06:39 PM,16,24,24,22,8,19,70,0.1,1016,24,10,71,6,96822
2013-03-12,24,21,0.0,11.6,5,0,07:09 AM,07:50 PM,06:42 AM,06:40 PM,16,25,25,22,11,27,68,0.3,1017,24,10,173,8,96822
2013-03-13,22,20,0.0,11.6,6,5,07:49 AM,08:44 PM,06:41 AM,06:40 PM,16,24,24,22,15,21,71,0.2,1018,22,10,33,11,96822
2013-03-14,24,21,0.0,8.8,5,12,08:29 AM,09:37 PM,06:40 AM,06:40 PM,16,24,24,22,7,54,68,0.5,1017,24,10,105,5,96822
2013-03-15,24,21,0.0,8.8,5,19,09:11 AM,10:29 PM,06:39 AM,06:41 PM,16,25,25,22,17,36,68,0.6,1014,24,10,273,12,96822
2013-03-16,23,20,0.0,10.2,5,26,09:55 AM,11:21 PM,06:38 AM,06:41 PM,14,22,23,22,25,34,63,0.0,1015,23,10,329,19,96822
2013-03-17,22,20,0.0,11.6,6,34,10:40 AM,No moonset,06:37 AM,06:41 PM,13,21,22,21,13,15,61,0.1,1016,22,10,252,9,96822
2013-03-18,21,19,0.0,11.6,5,41,11:27 AM,12:10 AM,06:37 AM,06:42 PM,15,21,22,21,9,25,69,0.3,1016,21,10,70,7,96822
2013-03-19,24,20,0.0,11.6,6,48,12:16 PM,12:58 AM,06:36 AM,06:42 PM,16,24,24,22,9,11,67,0.1,1015,24,10,144,7,96822
2013-03-20,24,21,0.0,11.6,6,55,01:06 PM,01:45 AM,06:35 AM,06:42 PM,17,25,25,23,12,9,71,0.0,1016,24,10,163,9,96822
2013-03-21,25,22,0.0,11.6,6,63,01:58 PM,02:28 AM,06:34 AM,06:43 PM,19,26,26,24,9,14,73,0.7,1016,25,10,177,6,96822
2013-03-22,24,23,0.0,11.6,5,70,02:50 PM,03:11 AM,06:33 AM,06:43 PM,19,25,25,23,17,41,76,0.9,1016,24,10,221,12,96822
2013-03-23,23,22,0.0,7.4,5,77,03:43 PM,03:51 AM,06:32 AM,06:43 PM,19,25,25,22,24,66,81,0.3,1015,23,10,68,18,96822
2013-03-24,23,22,0.0,8.8,5,85,04:37 PM,04:31 AM,06:31 AM,06:44 PM,19,25,25,22,20,60,84,2.1,1016,23,9,46,14,96822
2013-03-25,25,22,0.0,11.6,5,92,05:32 PM,05:11 AM,06:30 AM,06:44 PM,20,25,25,23,12,25,80,1.0,1015,25,10,66,9,96822
2013-03-26,25,22,0.0,11.6,6,99,06:29 PM,05:52 AM,06:29 AM,06:44 PM,19,25,25,23,12,24,78,0.2,1016,25,10,90,9,96822
2013-03-27,23,22,0.0,11.6,5,100,07:28 PM,06:34 AM,06:28 AM,06:45 PM,19,25,25,23,22,29,78,3.7,1016,23,10,36,16,96822
2013-03-28,23,22,0.0,11.6,6,86,08:29 PM,07:19 AM,06:27 AM,06:45 PM,18,25,25,23,29,24,75,0.1,1016,23,10,58,21,96822
2013-03-29,23,22,0.0,11.6,5,79,09:32 PM,08:07 AM,06:26 AM,06:45 PM,18,25,25,22,27,44,78,1.8,1016,23,10,67,20,96822
2013-03-30,23,21,0.0,10.2,5,72,10:34 PM,08:59 AM,06:26 AM,06:46 PM,17,25,25,22,19,41,74,2.2,1016,23,10,97,14,96822
2013-03-31,22,20,0.0,11.6,6,68,11:35 PM,09:55 AM,06:25 AM,06:46 PM,14,21,22,21,29,4,63,0.0,1016,22,10,339,22,96822
2013-04-01,22,20,0.0,11.6,5,52,No moonrise,10:54 AM,06:24 AM,06:46 PM,14,21,22,21,23,25,64,0.6,1015,22,10,320,17,96822
2013-04-02,23,20,0.0,11.6,6,44,12:32 AM,11:55 AM,06:23 AM,06:46 PM,14,21,22,21,19,6,63,0.0,1017,23,10,140,14,96822
2013-04-03,23,20,0.0,11.6,6,37,01:27 AM,12:56 PM,06:22 AM,06:47 PM,15,24,24,22,17,10,68,0.0,1018,23,10,69,13,96822
2013-04-04,25,21,0.0,11.6,6,29,02:16 AM,01:55 PM,06:21 AM,06:47 PM,17,25,25,23,14,1,71,0.0,1018,25,10,58,11,96822
2013-04-05,24,22,0.0,11.6,6,22,03:02 AM,02:53 PM,06:20 AM,06:47 PM,18,25,25,23,21,10,74,0.0,1018,24,10,79,15,96822
2013-04-06,25,23,0.0,11.6,6,14,03:45 AM,03:50 PM,06:19 AM,06:48 PM,20,26,26,24,21,22,80,0.0,1019,25,10,81,15,96822
2013-04-07,25,23,0.0,11.6,6,7,04:25 AM,04:45 PM,06:18 AM,06:48 PM,20,26,26,24,22,9,78,0.0,1020,25,10,74,16,96822
2013-04-08,25,22,0.0,11.6,6,0,05:05 AM,05:40 PM,06:18 AM,06:48 PM,19,26,26,24,22,20,77,0.1,1018,25,10,72,16,96822
2013-04-09,25,23,0.0,11.6,6,0,05:45 AM,06:34 PM,06:17 AM,06:49 PM,20,26,26,24,22,18,77,0.3,1017,25,10,84,16,96822
2013-04-10,25,23,0.0,11.6,6,0,06:24 AM,07:27 PM,06:16 AM,06:49 PM,20,26,26,24,26,17,77,0.2,1017,25,10,92,19,96822
2013-04-11,25,23,0.0,11.6,6,1,07:06 AM,08:19 PM,06:15 AM,06:49 PM,20,26,26,24,14,24,78,0.0,1016,25,10,135,10,96822
2013-04-12,25,23,0.0,8.9,5,8,07:49 AM,09:12 PM,06:14 AM,06:50 PM,20,26,26,24,13,42,79,0.1,1014,25,10,151,10,96822
2013-04-13,25,23,0.0,10.2,5,16,08:33 AM,10:02 PM,06:13 AM,06:50 PM,20,26,26,24,14,22,78,0.6,1013,25,10,189,10,96822
2013-04-14,25,23,0.0,10.2,5,23,09:20 AM,10:51 PM,06:12 AM,06:50 PM,20,26,26,24,24,40,79,1.7,1013,25,10,206,17,96822
2013-04-15,24,23,0.0,11.6,5,31,10:08 AM,11:38 PM,06:12 AM,06:51 PM,20,26,26,24,7,46,78,1.0,1016,24,10,204,5,96822
2013-04-16,26,23,0.0,11.6,6,38,10:58 AM,No moonset,06:11 AM,06:51 PM,20,26,26,24,8,7,77,0.0,1018,26,10,111,6,96822
2013-04-17,25,23,0.0,11.6,5,46,11:49 AM,12:22 AM,06:10 AM,06:51 PM,20,26,26,24,25,18,78,0.2,1019,25,10,77,19,96822
2013-04-18,25,23,0.0,11.6,6,54,12:39 PM,01:05 AM,06:09 AM,06:52 PM,20,26,26,24,33,24,76,0.0,1019,25,10,78,24,96822
2013-04-19,25,23,0.0,11.6,5,61,01:31 PM,01:46 AM,06:09 AM,06:52 PM,20,26,26,24,28,35,77,0.5,1018,25,10,89,21,96822
2013-04-20,26,23,0.0,11.6,6,69,02:24 PM,02:25 AM,06:08 AM,06:53 PM,20,26,26,24,10,25,75,0.1,1018,26,10,166,7,96822
2013-04-21,25,23,0.0,11.6,6,76,03:18 PM,03:04 AM,06:07 AM,06:53 PM,19,26,26,24,9,25,76,0.0,1016,25,10,208,7,96822
2013-04-22,25,23,0.0,11.6,5,84,04:13 PM,03:44 AM,06:06 AM,06:53 PM,20,26,26,24,17,34,76,1.6,1016,25,10,202,13,96822
2013-04-23,26,24,0.0,11.6,5,91,05:11 PM,04:25 AM,06:06 AM,06:54 PM,20,26,26,24,15,26,76,2.6,1016,26,10,215,11,96822
2013-04-24,25,23,0.0,11.6,5,99,06:12 PM,05:09 AM,06:05 AM,06:54 PM,20,26,26,24,14,33,76,3.0,1018,25,10,45,10,96822
2013-04-25,26,24,0.0,11.6,6,100,07:15 PM,05:56 AM,06:04 AM,06:54 PM,20,26,26,24,24,15,75,0.0,1017,26,10,80,17,96822
2013-04-26,25,23,0.0,11.6,6,86,08:19 PM,06:48 AM,06:03 AM,06:55 PM,19,26,26,24,27,9,71,0.0,1017,25,10,83,20,96822
2013-04-27,26,23,0.0,11.6,7,79,09:23 PM,07:44 AM,06:03 AM,06:55 PM,19,26,26,25,13,19,71,0.1,1016,26,10,134,10,96822
2013-04-28,26,24,0.0,11.6,7,71,10:24 PM,08:44 AM,06:02 AM,06:56 PM,20,26,26,25,13,8,73,0.0,1015,26,10,190,9,96822
2013-04-29,26,24,0.0,11.6,7,63,11:22 PM,09:47 AM,06:01 AM,06:56 PM,20,27,27,25,25,35,77,0.2,1014,26,10,189,18,96822
2013-04-30,26,24,0.0,11.6,6,56,No moonrise,10:49 AM,06:01 AM,06:56 PM,21,27,27,25,8,22,77,0.3,1015,26,10,148,6,96822
2013-05-01,26,24,0.0,12.6,7,54,12:13 AM,11:50 AM,06:00 AM,06:57 PM,20,27,27,25,22,18,75,0.0,1017,26,10,85,16,96822
2013-05-02,26,24,0.0,12.6,7,47,01:01 AM,12:49 PM,06:00 AM,06:57 PM,20,27,27,25,18,35,74,0.0,1018,26,10,89,13,96822
2013-05-03,26,24,0.0,13.0,7,39,01:45 AM,01:46 PM,05:59 AM,06:58 PM,19,27,27,25,9,11,71,0.0,1017,26,10,151,7,96822
2013-05-04,26,23,0.0,13.0,5,32,02:25 AM,02:41 PM,05:58 AM,06:58 PM,19,26,26,25,8,12,73,0.9,1015,26,10,203,6,96822
2013-05-05,24,23,0.0,13.0,5,25,03:05 AM,03:35 PM,05:58 AM,06:58 PM,20,25,25,24,20,45,78,5.0,1013,24,10,216,14,96822
2013-05-06,25,23,0.0,13.0,6,17,03:44 AM,04:28 PM,05:57 AM,06:59 PM,18,26,26,24,10,29,70,0.2,1013,25,10,255,8,96822
2013-05-07,25,23,0.0,13.0,6,10,04:23 AM,05:21 PM,05:57 AM,06:59 PM,18,26,26,24,7,12,68,0.0,1014,25,10,325,5,96822
2013-05-08,26,22,0.0,13.4,6,3,05:03 AM,06:13 PM,05:56 AM,07:00 PM,17,26,26,24,3,5,66,0.0,1016,26,10,204,2,96822
2013-05-09,26,24,0.0,10.8,6,0,05:45 AM,07:05 PM,05:56 AM,07:00 PM,19,26,26,25,7,47,69,0.1,1017,26,10,171,5,96822
2013-05-10,25,23,0.0,13.5,6,0,06:29 AM,07:56 PM,05:55 AM,07:00 PM,20,26,26,24,18,35,79,0.4,1018,25,10,67,13,96822
2013-05-11,25,23,0.0,9.6,5,4,07:15 AM,08:45 PM,05:55 AM,07:01 PM,20,26,26,24,29,65,80,0.6,1018,25,10,41,22,96822
2013-05-12,24,23,0.0,9.6,5,11,08:03 AM,09:33 PM,05:54 AM,07:01 PM,20,26,26,24,33,71,81,0.6,1018,24,10,60,25,96822
2013-05-13,25,24,0.0,10.9,5,19,08:52 AM,10:18 PM,05:54 AM,07:02 PM,21,27,27,25,34,66,80,1.3,1017,25,10,77,25,96822
2013-05-14,26,24,0.0,13.5,7,26,09:42 AM,11:01 PM,05:53 AM,07:02 PM,21,27,27,25,32,28,76,0.4,1018,26,10,71,24,96822
2013-05-15,26,24,0.0,13.5,7,33,10:32 AM,11:42 PM,05:53 AM,07:03 PM,20,27,27,25,31,25,75,0.3,1019,26,10,71,23,96822
2013-05-16,26,24,0.0,13.5,6,40,11:23 AM,No moonset,05:53 AM,07:03 PM,20,27,27,25,35,24,72,0.3,1019,26,10,76,26,96822
2013-05-17,26,24,0.0,13.5,6,48,12:14 PM,12:21 AM,05:52 AM,07:04 PM,19,26,26,25,29,16,70,0.5,1017,26,10,69,22,96822
2013-05-18,26,24,0.0,13.5,7,55,01:06 PM,01:00 AM,05:52 AM,07:04 PM,19,26,26,25,13,14,70,0.8,1016,26,10,48,10,96822
2013-05-19,26,23,0.0,13.5,5,62,01:59 PM,01:38 AM,05:52 AM,07:04 PM,19,26,26,24,15,17,73,0.5,1015,26,10,137,11,96822
2013-05-20,25,23,0.0,13.3,5,70,02:55 PM,02:17 AM,05:51 AM,07:05 PM,17,25,25,24,6,41,66,0.0,1014,25,10,269,4,96822
2013-05-21,26,23,0.0,13.5,6,77,03:53 PM,02:58 AM,05:51 AM,07:05 PM,17,26,26,24,5,12,64,0.0,1015,26,10,191,4,96822
2013-05-22,27,23,0.0,13.6,7,84,04:54 PM,03:43 AM,05:51 AM,07:06 PM,19,27,27,25,5,26,67,0.0,1016,27,10,108,4,96822
2013-05-23,27,25,0.0,13.6,7,91,05:58 PM,04:32 AM,05:50 AM,07:06 PM,20,28,28,26,15,24,71,0.1,1017,27,10,56,11,96822
2013-05-24,26,24,0.0,13.6,7,99,07:03 PM,05:27 AM,05:50 AM,07:07 PM,20,27,27,25,27,33,75,0.1,1018,26,10,64,20,96822
2013-05-25,26,24,0.0,13.6,6,100,08:08 PM,06:26 AM,05:50 AM,07:07 PM,20,27,27,25,34,38,74,0.3,1017,26,10,68,26,96822
2013-05-26,26,24,0.0,13.6,7,87,09:09 PM,07:30 AM,05:50 AM,07:07 PM,20,27,27,25,33,10,71,0.1,1018,26,10,71,25,96822
2013-05-27,26,24,0.0,13.6,7,80,10:05 PM,08:34 AM,05:50 AM,07:08 PM,20,27,27,25,29,17,71,0.5,1018,26,10,73,22,96822
2013-05-28,27,24,0.0,13.6,7,72,10:56 PM,09:39 AM,05:49 AM,07:08 PM,20,27,27,25,16,18,70,0.3,1018,27,10,93,12,96822
2013-05-29,27,25,0.0,13.6,7,65,11:43 PM,10:40 AM,05:49 AM,07:09 PM,20,28,28,26,11,15,72,0.9,1017,27,10,122,8,96822
2013-05-30,27,24,0.0,13.6,6,58,No moonrise,11:40 AM,05:49 AM,07:09 PM,21,28,28,26,21,26,76,0.3,1015,27,10,73,16,96822
2013-05-31,27,25,0.0,13.6,7,54,12:25 AM,12:36 PM,05:49 AM,07:10 PM,21,28,28,26,24,48,77,0.2,1016,27,10,82,18,96822
2013-06-01,27,25,0.0,13.6,7,37,01:06 AM,01:32 PM,05:49 AM,07:10 PM,21,28,28,26,31,26,76,0.0,1017,27,10,77,23,96822
2013-06-02,26,25,0.0,13.6,7,30,01:45 AM,02:24 PM,05:49 AM,07:10 PM,21,28,28,25,38,36,77,0.0,1018,26,10,69,28,96822
2013-06-03,26,25,0.0,13.6,7,22,02:23 AM,03:17 PM,05:49 AM,07:11 PM,20,27,27,25,38,13,70,0.0,1017,26,10,71,28,96822
2013-06-04,26,24,0.0,13.6,7,15,03:03 AM,04:09 PM,05:49 AM,07:11 PM,20,27,27,25,34,11,71,0.0,1017,26,10,73,25,96822
2013-06-05,26,24,0.0,13.6,7,7,03:44 AM,05:01 PM,05:49 AM,07:12 PM,19,27,27,25,36,14,70,0.0,1016,26,10,67,27,96822
2013-06-06,26,24,0.0,13.6,7,0,04:27 AM,05:52 PM,05:49 AM,07:12 PM,19,27,27,25,34,21,69,0.2,1016,26,10,71,26,96822
2013-06-07,26,24,0.0,13.6,6,0,05:12 AM,06:41 PM,05:49 AM,07:12 PM,19,27,27,25,35,27,71,0.3,1016,26,10,75,26,96822
2013-06-08,26,24,0.0,13.6,7,0,05:59 AM,07:30 PM,05:49 AM,07:13 PM,20,27,27,25,32,12,72,0.0,1017,26,10,71,24,96822
2013-06-09,26,24,0.0,13.6,7,0,06:47 AM,08:16 PM,05:49 AM,07:13 PM,20,27,27,25,30,19,74,0.0,1018,26,10,70,22,96822
2013-06-10,26,24,0.0,13.6,7,8,07:38 AM,09:00 PM,05:49 AM,07:13 PM,20,27,27,25,30,33,75,0.0,1017,26,10,69,23,96822
2013-06-11,26,24,0.0,13.7,7,15,08:27 AM,09:41 PM,05:49 AM,07:14 PM,20,27,27,25,30,21,74,0.0,1016,26,10,76,22,96822
2013-06-12,26,24,0.0,13.7,7,23,09:18 AM,10:20 PM,05:49 AM,07:14 PM,20,27,27,25,37,22,74,0.1,1017,26,10,75,28,96822
2013-06-13,26,24,0.0,13.7,6,30,10:08 AM,10:59 PM,05:49 AM,07:14 PM,20,27,27,25,41,38,75,0.2,1018,26,10,72,30,96822
2013-06-14,26,24,0.0,13.7,7,38,10:59 AM,11:36 PM,05:49 AM,07:15 PM,20,27,27,25,36,25,74,0.1,1017,26,10,71,27,96822
2013-06-15,26,24,0.0,13.7,7,46,11:51 AM,No moonset,05:49 AM,07:15 PM,20,27,27,25,31,21,73,0.0,1016,26,10,70,23,96822
2013-06-16,26,24,0.0,13.7,7,53,12:44 PM,12:14 AM,05:49 AM,07:15 PM,20,27,27,25,32,10,71,0.0,1015,26,10,77,23,96822
2013-06-17,26,24,0.0,13.7,7,61,01:39 PM,12:53 AM,05:50 AM,07:15 PM,20,27,27,25,34,16,73,0.0,1017,26,10,76,25,96822
2013-06-18,26,24,0.0,13.7,7,68,02:37 PM,01:35 AM,05:50 AM,07:16 PM,20,27,27,25,34,28,74,0.0,1017,26,10,75,25,96822
2013-06-19,26,24,0.0,13.7,7,76,03:38 PM,02:20 AM,05:50 AM,07:16 PM,20,27,27,25,28,22,73,0.1,1017,26,10,75,21,96822
2013-06-20,26,24,0.0,13.7,6,83,04:41 PM,03:11 AM,05:50 AM,07:16 PM,20,27,27,25,25,30,75,0.3,1017,26,10,62,19,96822
2013-06-21,26,24,0.0,13.3,6,91,05:46 PM,04:07 AM,05:50 AM,07:16 PM,20,27,27,25,32,31,76,0.3,1017,26,10,72,24,96822
